id,message,label,category,red_flags,source_type,difficulty,template_id,split
110,"Qua hộp thư, anh họ gửi tin nhắn hỏi vay 300 nghìn đồng, nói rằng sẽ trả lại vào tối nay và yêu cầu chuyển gấp.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,easy,LD3_FRIEND_IMPERSONATION_T02,train
111,"Vào cuối ngày, Một tài khoản có ảnh đại diện giống bạn thân nhờ bạn mua hộ thẻ nạp rồi gửi mã lập tức.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,easy,LD3_FRIEND_IMPERSONATION_T03,train
112,"Sau giờ học, Một tài khoản có ảnh đại diện giống chị họ nhờ bạn mua hộ thẻ nạp rồi gửi mã ngay.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,easy,LD3_FRIEND_IMPERSONATION_T03,train
113,"Sau giờ học, Một tài khoản có ảnh đại diện giống người quen nhờ bạn mua hộ thẻ nạp rồi gửi mã lập tức.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,easy,LD3_FRIEND_IMPERSONATION_T03,train
114,"Trong ứng dụng nhắn tin, Một tài khoản có ảnh đại diện giống người thân nhờ bạn mua hộ thẻ nạp rồi gửi mã lập tức.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,easy,LD3_FRIEND_IMPERSONATION_T03,train
115,"Trong một cuộc trò chuyện, Một tài khoản có ảnh đại diện giống anh họ nhờ bạn mua hộ thẻ nạp rồi gửi mã ngay.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,easy,LD3_FRIEND_IMPERSONATION_T03,train
116,"Qua hộp thư, anh họ nhắn từ tài khoản mới, nói bị mất điện thoại và đề nghị bạn chuyển tiền vào tài khoản lạ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T04,train
117,"chị họ nhắn từ tài khoản mới, nói bị mất điện thoại và đề nghị bạn chuyển tiền vào tài khoản lạ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T04,train
118,"người thân nhắn từ tài khoản mới, nói bị mất điện thoại và đề nghị bạn chuyển tiền vào tài khoản lạ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T04,train
119,"người quen nhắn từ tài khoản mới, nói bị mất điện thoại và đề nghị bạn chuyển tiền vào tài khoản lạ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T04,train
120,"Trong một cuộc trò chuyện, bạn cùng lớp nhắn từ tài khoản mới, nói bị mất điện thoại và đề nghị bạn chuyển tiền vào tài khoản lạ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T04,train
121,"Trong ứng dụng nhắn tin, Người tự xưng là bạn thân nói đang kẹt ở ngoài đường; yêu cầu bạn không gọi điện mà chỉ chuyển khoản.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T05,train
122,"Trong ứng dụng nhắn tin, Người tự xưng là anh họ nói bị mất ví; yêu cầu bạn không gọi điện mà chỉ chuyển khoản.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T05,train
123,Người tự xưng là bạn thân nói đang kẹt ở ngoài đường; yêu cầu bạn không gọi điện mà chỉ chuyển khoản.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T05,train
124,Người tự xưng là anh họ nói điện thoại sắp hết pin; yêu cầu bạn không gọi điện mà chỉ chuyển khoản.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T05,train
125,"Sau giờ học, Người tự xưng là chị họ nói đang cần thanh toán gấp; yêu cầu bạn không gọi điện mà chỉ chuyển khoản.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T05,train
126,"Buổi sáng, Tài khoản của người thân bất ngờ hỏi mã xác thực để “lấy lại tài khoản”.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T06,train
127,Tài khoản của người quen bất ngờ hỏi mã xác thực để “lấy lại tài khoản”.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T06,train
128,Tài khoản của anh họ bất ngờ hỏi mã xác thực để “lấy lại tài khoản”.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T06,train
129,"Buổi tối, Tài khoản của anh họ bất ngờ hỏi mã xác thực để “lấy lại tài khoản”.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T06,train
130,"Buổi sáng, Tài khoản của bạn cùng lớp bất ngờ hỏi mã xác thực để “lấy lại tài khoản”.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T06,train
131,"Trong lúc kiểm tra thông báo, anh họ nhắn cần thanh toán viện phí trong vòng 30 phút, đề nghị chuyển 200 nghìn đồng vào số tài khoản khác tên.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T07,train
132,"Trong ứng dụng nhắn tin, bạn cùng lớp nhắn cần thanh toán viện phí lập tức hôm nay, đề nghị chuyển 100 nghìn đồng vào số tài khoản khác tên.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T07,train
133,"người thân nhắn cần thanh toán viện phí trong vòng 30 phút, đề nghị chuyển 300 nghìn đồng vào số tài khoản khác tên.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T07,train
134,"Trong lúc kiểm tra thông báo, người thân nhắn cần thanh toán viện phí ngay hôm nay, đề nghị chuyển 200 nghìn đồng vào số tài khoản khác tên.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T07,train
135,"chị họ nhắn cần thanh toán viện phí trước 18 giờ, đề nghị chuyển 100 nghìn đồng vào số tài khoản khác tên.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,medium,LD3_FRIEND_IMPERSONATION_T07,train
136,Một người dùng tên giống chị họ nhờ bạn bấm link bình chọn và đăng nhập tài khoản mạng xã hội.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T08,validation
137,Một người dùng tên giống anh họ nhờ bạn bấm link bình chọn và đăng nhập tài khoản mạng xã hội.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T08,validation
138,"Buổi tối, Một người dùng tên giống bạn thân nhờ bạn bấm link bình chọn và đăng nhập tài khoản mạng xã hội.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T08,validation
139,"Vào cuối ngày, Một người dùng tên giống anh họ nhờ bạn bấm link bình chọn và đăng nhập tài khoản mạng xã hội.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T08,validation
140,"Trong lúc kiểm tra thông báo, Một người dùng tên giống người thân nhờ bạn bấm link bình chọn và đăng nhập tài khoản mạng xã hội.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T08,validation
141,người thân nhắn rằng đang tham gia chương trình nhận quà và cần bạn gửi mã OTP để hỗ trợ.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T09,validation
142,"Qua hộp thư, bạn thân nhắn rằng đang tham gia chương trình nhận quà và cần bạn gửi mã OTP để hỗ trợ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T09,validation
143,người quen nhắn rằng đang tham gia chương trình nhận quà và cần bạn gửi mã OTP để hỗ trợ.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T09,validation
144,"Buổi sáng, người thân nhắn rằng đang tham gia chương trình nhận quà và cần bạn gửi mã OTP để hỗ trợ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T09,validation
145,"Qua hộp thư, bạn cùng lớp nhắn rằng đang tham gia chương trình nhận quà và cần bạn gửi mã OTP để hỗ trợ.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T09,validation
146,"Trong một cuộc trò chuyện, Tài khoản tự nhận là anh họ yêu cầu bạn giữ bí mật và chuyển 100 nghìn đồng vì “việc rất gấp”.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T10,test
147,"Qua hộp thư, Tài khoản tự nhận là chị họ đề nghị bạn giữ bí mật và chuyển 500 nghìn đồng vì “việc rất gấp”.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T10,test
148,Tài khoản tự nhận là người quen yêu cầu bạn giữ bí mật và chuyển 100 nghìn đồng vì “việc rất gấp”.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T10,test
149,Tài khoản tự nhận là bạn thân yêu cầu bạn giữ bí mật và chuyển 300 nghìn đồng vì “việc rất gấp”.,1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T10,test
150,"Qua hộp thư, Tài khoản tự nhận là người quen yêu cầu bạn giữ bí mật và chuyển 1 triệu đồng vì “việc rất gấp”.",1,LD3_FRIEND_IMPERSONATION,impersonation;urgency;money,synthetic_for_research,hard,LD3_FRIEND_IMPERSONATION_T10,test
151,"Vào cuối ngày, Vui lòng gửi mã OTP vừa được gửi về điện thoại để hoàn tất xác minh tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T01,train
152,"Sau giờ học, Vui lòng gửi mã OTP vừa được gửi về điện thoại để hoàn tất xác minh tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T01,train
153,"Buổi sáng, Vui lòng gửi mã OTP vừa được gửi về điện thoại để hoàn tất xác minh tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T01,train
154,"Qua hộp thư, Vui lòng gửi mã OTP vừa được gửi về điện thoại để hoàn tất xác minh tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T01,train
155,"Khi đang dùng điện thoại, Vui lòng gửi mã OTP vừa được gửi về điện thoại để hoàn tất xác minh tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T01,train
156,"Sau giờ học, Nhân viên hỗ trợ đề nghị bạn đọc mã OTP để kiểm tra danh tính.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T02,train
157,"Trong lúc kiểm tra thông báo, Nhân viên hỗ trợ yêu cầu bạn đọc mã OTP để kiểm tra danh tính.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T02,train
158,"Trong một cuộc trò chuyện, Nhân viên hỗ trợ yêu cầu bạn đọc mã OTP để kiểm tra danh tính.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T02,train
159,"Khi đang dùng điện thoại, Nhân viên hỗ trợ yêu cầu bạn đọc mã OTP để kiểm tra danh tính.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T02,train
160,"Trong một cuộc trò chuyện, Nhân viên hỗ trợ đề nghị bạn đọc mã OTP để kiểm tra danh tính.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T02,train
161,"Buổi tối, Hãy cung cấp mật khẩu và mã xác thực để kích hoạt lại tài khoản học tập.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T03,train
162,"Trong ứng dụng nhắn tin, Hãy cung cấp mật khẩu và mã xác thực để kích hoạt lại ứng dụng ngân hàng.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T03,train
163,Hãy cung cấp mật khẩu và mã xác thực để kích hoạt lại tài khoản email.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T03,train
164,"Sau giờ học, Hãy cung cấp mật khẩu và mã xác thực để kích hoạt lại tài khoản trò chơi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T03,train
165,Hãy cung cấp mật khẩu và mã xác thực để kích hoạt lại tài khoản học tập.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,easy,LD4_OTP_PASSWORD_T03,train
166,"Trong ứng dụng nhắn tin, Gửi ảnh màn hình có mã OTP để nhận lại quyền truy cập tài khoản học tập.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T04,train
167,"Trong lúc kiểm tra thông báo, Gửi ảnh màn hình có mã OTP để nhận lại quyền truy cập ví điện tử.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T04,train
168,"Khi đang dùng điện thoại, Gửi ảnh màn hình có mã OTP để nhận lại quyền truy cập ứng dụng ngân hàng.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T04,train
169,"Sau giờ học, Gửi ảnh màn hình có mã OTP để nhận lại quyền truy cập tài khoản trò chơi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T04,train
170,Gửi ảnh màn hình có mã OTP để nhận lại quyền truy cập tài khoản email.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T04,train
171,"Để nhận quà tri ân khách hàng, bạn cần nhập mật khẩu và OTP vào biểu mẫu được gửi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T05,train
172,"Để nhận voucher mua sắm, bạn cần nhập mật khẩu và OTP vào biểu mẫu được gửi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T05,train
173,"Qua hộp thư, Để nhận 2 triệu đồng, bạn cần nhập mật khẩu và OTP vào biểu mẫu được gửi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T05,train
174,"Qua hộp thư, Để nhận quà tri ân khách hàng, bạn cần nhập mật khẩu và OTP vào biểu mẫu được gửi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T05,train
175,"Để nhận 2 triệu đồng, bạn cần nhập mật khẩu và OTP vào biểu mẫu được gửi.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T05,train
176,"Trong ứng dụng nhắn tin, Tài khoản ví điện tử đang lỗi; phản hồi tin nhắn này bằng mật khẩu để được hỗ trợ.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T06,train
177,"Trong lúc kiểm tra thông báo, Tài khoản tài khoản học tập đang lỗi; phản hồi tin nhắn này bằng mật khẩu để được hỗ trợ.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T06,train
178,Tài khoản ví điện tử đang lỗi; phản hồi tin nhắn này bằng mật khẩu để được hỗ trợ.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T06,train
179,Tài khoản tài khoản trò chơi đang lỗi; phản hồi tin nhắn này bằng mật khẩu để được hỗ trợ.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T06,train
180,Tài khoản tài khoản học tập đang lỗi; phản hồi tin nhắn này bằng mật khẩu để được hỗ trợ.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T06,train
181,"Trong lúc kiểm tra thông báo, Quản trị viên yêu cầu mã OTP vì cần “đồng bộ dữ liệu” cho tài khoản mạng xã hội.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T07,train
182,Quản trị viên yêu cầu mã OTP vì cần “đồng bộ dữ liệu” cho tài khoản email.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T07,train
183,"Buổi tối, Quản trị viên đề nghị mã OTP vì cần “đồng bộ dữ liệu” cho tài khoản email.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T07,train
184,Quản trị viên đề nghị mã OTP vì cần “đồng bộ dữ liệu” cho tài khoản học tập.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T07,train
185,Quản trị viên yêu cầu mã OTP vì cần “đồng bộ dữ liệu” cho ví điện tử.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,medium,LD4_OTP_PASSWORD_T07,train
186,Đăng nhập vào https://ho-tro.example/capnhat và nhập mật khẩu cùng mã OTP để mở khóa.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T08,validation
187,Đăng nhập vào https://phan-thuong.example/nhanqua và nhập mật khẩu cùng mã OTP để mở khóa.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T08,validation
188,Đăng nhập vào https://xac-minh.example/kiemtra và nhập mật khẩu cùng mã OTP để mở khóa.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T08,validation
189,Đăng nhập vào https://bao-mat.example/dangnhap và nhập mật khẩu cùng mã OTP để mở khóa.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T08,validation
190,"Trong ứng dụng nhắn tin, Đăng nhập vào https://xac-minh.example/kiemtra và nhập mật khẩu cùng mã OTP để mở khóa.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T08,validation
191,"Khi đang dùng điện thoại, Hệ thống yêu cầu xác minh hai bước; gửi mã xác thực cho người hỗ trợ trong vòng 30 phút.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T09,test
192,Hệ thống yêu cầu xác minh hai bước; gửi mã xác thực cho người hỗ trợ trong 10 phút.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T09,test
193,"Qua hộp thư, Hệ thống đề nghị xác minh hai bước; gửi mã xác thực cho người hỗ trợ trước 18 giờ.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T09,test
194,Hệ thống yêu cầu xác minh hai bước; gửi mã xác thực cho người hỗ trợ ngay hôm nay.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T09,test
195,Hệ thống đề nghị xác minh hai bước; gửi mã xác thực cho người hỗ trợ ngay lập tức.,1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T09,test
196,"Trong lúc kiểm tra thông báo, Bạn được đề nghị cung cấp cả tên đăng nhập, mật khẩu và OTP để nhận lại tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T10,test
197,"Vào cuối ngày, Bạn được yêu cầu cung cấp cả tên đăng nhập, mật khẩu và OTP để nhận lại tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T10,test
198,"Buổi tối, Bạn được đề nghị cung cấp cả tên đăng nhập, mật khẩu và OTP để nhận lại tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T10,test
199,"Khi đang dùng điện thoại, Bạn được yêu cầu cung cấp cả tên đăng nhập, mật khẩu và OTP để nhận lại tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T10,test
200,"Trong ứng dụng nhắn tin, Bạn được yêu cầu cung cấp cả tên đăng nhập, mật khẩu và OTP để nhận lại tài khoản.",1,LD4_OTP_PASSWORD,otp;password;personal_info,synthetic_for_research,hard,LD4_OTP_PASSWORD_T10,test
201,Bạn nhận được đường link https://ho-tro.example/capnhat kèm lời nhắn “xem ảnh của bạn ở đây” và yêu cầu đăng nhập.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T01,train
202,"Trong lúc kiểm tra thông báo, Bạn nhận được đường link https://nhan-qua.example/xacnhan kèm lời nhắn “xem ảnh của bạn ở đây” và đề nghị đăng nhập.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T01,train
203,Bạn nhận được liên kết https://xac-minh.example/kiemtra kèm lời nhắn “xem ảnh của bạn ở đây” và yêu cầu đăng nhập.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T01,train
204,Bạn nhận được đường link https://bao-mat.example/dangnhap kèm lời nhắn “xem ảnh của bạn ở đây” và yêu cầu đăng nhập.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T01,train
205,Bạn nhận được đường link https://nhan-qua.example/xacnhan kèm lời nhắn “xem ảnh của bạn ở đây” và yêu cầu đăng nhập.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T01,train
206,"Trong một cuộc trò chuyện, Tin nhắn mời bạn bình chọn cho bạn bè tại https://bao-mat.example/dangnhap rồi đăng nhập bằng tài khoản mạng xã hội.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T02,train
207,"Buổi tối, Nội dung tin nhắn mời bạn bình chọn cho bạn bè tại https://phan-thuong.example/nhanqua rồi đăng nhập bằng tài khoản mạng xã hội.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T02,train
208,Tin nhắn mời bạn bình chọn cho bạn bè tại https://ho-tro.example/capnhat rồi đăng nhập bằng tài khoản mạng xã hội.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T02,train
209,"Sau giờ học, Tin nhắn mời bạn bình chọn cho bạn bè tại https://bao-mat.example/dangnhap rồi đăng nhập bằng tài khoản mạng xã hội.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T02,train
210,"Qua hộp thư, Tin nhắn mời bạn bình chọn cho bạn bè tại https://xac-minh.example/kiemtra rồi đăng nhập bằng tài khoản mạng xã hội.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T02,train
211,"Trong một cuộc trò chuyện, Một liên kết lạ được gửi kèm nội dung “xem kết quả học tập ngay”, yêu cầu nhập mật khẩu.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T03,train
212,"Qua hộp thư, Một liên kết lạ được gửi kèm nội dung “xem kết quả học tập ngay”, yêu cầu nhập mật khẩu.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T03,train
213,"Khi đang dùng điện thoại, Một liên kết lạ được gửi kèm nội dung “xem kết quả học tập ngay”, yêu cầu nhập mật khẩu.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T03,train
214,"Buổi tối, Một liên kết lạ được gửi kèm nội dung “xem kết quả học tập ngay”, yêu cầu nhập mật khẩu.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T03,train
215,"Vào cuối ngày, Một liên kết lạ được gửi kèm nội dung “xem kết quả học tập ngay”, yêu cầu nhập mật khẩu.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,easy,LD5_SUSPICIOUS_LINK_T03,train
216,Thông báo giao hàng đề nghị bạn mở https://ho-tro.example/capnhat để cập nhật địa chỉ và thông tin thanh toán.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,medium,LD5_SUSPICIOUS_LINK_T04,train
217,Thông báo giao hàng yêu cầu bạn mở https://bao-mat.example/dangnhap để cập nhật địa chỉ và thông tin thanh toán.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,medium,LD5_SUSPICIOUS_LINK_T04,train
218,Thông báo giao hàng yêu cầu bạn mở https://ho-tro.example/capnhat để cập nhật địa chỉ và thông tin thanh toán.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,medium,LD5_SUSPICIOUS_LINK_T04,train
219,"Trong lúc kiểm tra thông báo, Thông báo giao hàng yêu cầu bạn mở https://xac-minh.example/kiemtra để cập nhật địa chỉ và thông tin thanh toán.",1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,medium,LD5_SUSPICIOUS_LINK_T04,train
220,Thông báo giao hàng yêu cầu bạn mở https://phan-thuong.example/nhanqua để cập nhật địa chỉ và thông tin thanh toán.,1,LD5_SUSPICIOUS_LINK,link;credential_theft,synthetic_for_research,medium,LD5_SUSPICIOUS_LINK_T04,train
